,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
123,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Jetango,Adam Ellis,T:                             Kieran Purcell                                                    33,6,70.0,,,None,11,,,,,False,,0,112.0,4
124,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Robindevidastar,Liam P Cusack,T:                             P J Rothwell                                                    10,7,79.0,,,None,11,,,,,False,,0,99.0,5
125,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Rocc On Eddie,Bennetts Bar Syndicate,T:                             David Kenneth Budds                                                    20,5,54.0,,,None,11,,,,,False,,0,99.0,6
126,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Winning Rascal,Mr J Aherne,T:                             Michael Hourigan                                                    67,7,52.0,,,None,11,,,,,False,,0,99.0,7
127,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Bearwithmenow,Eoghan O'Grady,T:                             J P Flavin,5,63.0,,,None,11,,,,,False,,0,99.0,8
128,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Moakland,Thomas J Kelly,T:                             John Patrick Ryan                                                    43,7,91.0,,,None,11,,,,,False,,0,105.0,9
129,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Camilla's Choice,Donagh Meyler,T:                             John Joseph Hanlon                                                    8,6,63.0,,,None,11,,,,,False,,0,91.0,10
130,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Gibbet Hill,Kieran Purcell,T:                             Anthony John Black,8,43.0,,,None,11,,,,,False,,0,102.0,11
131,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Holditinyourhead,Joseph Halpin,T:                             E Sheehy                                                    63,5,44.0,,,None,11,,,,,False,,0,102.0,12
132,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Longhouse Force,James O'Sullivan,T:                             Brian M McMahon                                                    50,5,81.0,,,None,11,,,,,False,,0,109.0,13
133,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Betterask JJ,P J Rothwell,T:                             John J Walsh,9,72.0,,,None,11,,,,,False,,0,105.0,14
134,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Athagabhain,Mrs Philomena Shanahan,T:                             Adrian Sexton                                                    50,5,80.0,,,None,10,,,,,False,,0,96.0,15
135,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Humps And Bumps,Mike O'Connor,T:                             Peter Croke                                                    33,9,67.0,,,None,10,,,,,False,,0,102.0,16
136,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Myladyrose,David Kenneth Budds,T:                             Mrs Ann Mooney,9,,,,None,10,,,,,False,,0,90.0,17
137,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Cottage Artist,Kevin Galvin,T:                             V T O'Brien,9,64.0,,,None,10,,,,,False,,0,102.0,18
138,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Problem Solver,Darragh O'Keeffe,T:                             Augustine Leahy,6,49.0,,,None,11,,,,,False,,0,104.0,19
139,https://www.racingpost.com/racecards/190/listowel/2022-09-23/822184,-,,,-,-,-,-,-,-,Well Polly,Michael Hourigan,T:                             Miss J M Lee,8,63.0,,,None,11,,,,,False,,0,94.0,20
